YouTube ID,Chapter,Piece,Player,Gender,Comment
8NS7DWGDv1U,0,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Nathalie Stutzmann,Female,
L4jIHINdrkM,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Dawn Upshaw,Female,
eC_LQyY8L-s,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Yu-yen Lai,Female,
-SwXGywF1-w,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Carolena Lara,Female,
7OtYta2ItT8,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Darren Chase,Male,
rvC_WermCmE,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Veronique Dietschy,Female,
eoH7MTk7goY,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Barbara Hendricks,Female,
8NS7DWGDv1U,1,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Nathalie Stutzmann,Female,
Y8Lqn-8KECQ,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Dawn Upshaw,Female,
cKs6gGARxtI,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Florence Losseau,Female,
izP1t0MVftE,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Barbara Hendricks,Female,
ZOMvqipswvM,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Susan Graham,Female,
jjHDNeJ683E,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Duo DahlWäst,Female,
8NS7DWGDv1U,2,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau",Nathalie Stutzmann,Female,
Jg_dqtyVGsg,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau",Dawn Upshaw,Female,
SYE7M0nxbhQ,,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau",Susan Graham,Female,
