YouTube ID,Chapter,Piece,Player,Gender,Comment
cHS9zu8tE7s,,"Haydn,_Joseph/10_Canzonets/01_Despair,_Hob.XXVIa28",Elly Ameling,Female,There is a considerable difference between the length of the pieces
eM6g95c_0eQ,,"Haydn,_Joseph/10_Canzonets/01_Despair,_Hob.XXVIa28",Adrienne Csengery,Female,
qTu7nndiUqw,,"Haydn,_Joseph/10_Canzonets/01_Despair,_Hob.XXVIa28",James Griffet,Male,
10cIcpd8kYI,,"Haydn,_Joseph/10_Canzonets/01_Despair,_Hob.XXVIa28",Cornelia Horak,Female,
l6mcCQcBiU8,,"Haydn,_Joseph/10_Canzonets/01_Despair,_Hob.XXVIa28",Julie Kaufmann,Female,This one is really short. Covers only the first 3 pages of the score
4WTtIVBLDRQ,,"Haydn,_Joseph/10_Canzonets/01_Despair,_Hob.XXVIa28",Sophie Daneman,Female,Not as long as the score for sure
QfQTlrSDgDA,,"Haydn,_Joseph/10_Canzonets/01_Despair,_Hob.XXVIa28",Victoria Livengood,Female,This piece is also longer
VXKzqL5V0Bs,,"Haydn,_Joseph/10_Canzonets/02_Fidelity,_Hob.XXVIa30",Elly Ameling,Female,
CgUKeeuv9_Q,,"Haydn,_Joseph/10_Canzonets/02_Fidelity,_Hob.XXVIa30",Adrienne Csengery,Female,
uiqYz1h2LII,,"Haydn,_Joseph/10_Canzonets/02_Fidelity,_Hob.XXVIa30",Wolfgang Holzmair,Male,Its a bit shorter
r7LJdA2DdC8,,"Haydn,_Joseph/10_Canzonets/02_Fidelity,_Hob.XXVIa30",Dietrich Fischer-Dieskau,Male,Its shorter. Some parts at the end are perhaps not covered
sPJJtUSJai0,,"Haydn,_Joseph/10_Canzonets/02_Fidelity,_Hob.XXVIa30",James Griffet,Male,
7jTH5sAIzrc,,"Haydn,_Joseph/10_Canzonets/02_Fidelity,_Hob.XXVIa30",Anne Sofie von Otter,Female,Shorter again
9d0dZGpHMvY,,"Haydn,_Joseph/10_Canzonets/04_Sailor’s_Song,_Hob.XXVIa31",Anne Sofie von Otter ,Female,
Xtg5FAcdMqY,,"Haydn,_Joseph/10_Canzonets/04_Sailor’s_Song,_Hob.XXVIa31",Catherine Bott,Female,
WSG2WxJwhK0,,"Haydn,_Joseph/10_Canzonets/04_Sailor’s_Song,_Hob.XXVIa31",Elly Ameling,Female,
SuEoY7Y-27Y,,"Haydn,_Joseph/10_Canzonets/04_Sailor’s_Song,_Hob.XXVIa31",Peter Pears,Male,
GpG6yFJqbI8,,"Haydn,_Joseph/10_Canzonets/04_Sailor’s_Song,_Hob.XXVIa31",James Griffet,Male,
Wbob4QCbPF8,,"Haydn,_Joseph/10_Canzonets/04_Sailor’s_Song,_Hob.XXVIa31",Elisabeth Schumann,Female,
T8lWOLIRGu8,,"Haydn,_Joseph/10_Canzonets/04_Sailor’s_Song,_Hob.XXVIa31",Adrienne Csengery,Female,
THvyk9xUf4s,,"Haydn,_Joseph/10_Canzonets/07_The_Mermaid’s_Song,_Hob.XXVIa25",Arleen Augér,Female,
y_FqIvP7-XU,,"Haydn,_Joseph/10_Canzonets/07_The_Mermaid’s_Song,_Hob.XXVIa25",Elly Ameling,Female,
0C1_lQIejIk,,"Haydn,_Joseph/10_Canzonets/07_The_Mermaid’s_Song,_Hob.XXVIa25",Anna Prohaska,Female,
YpFPMkbRoBs,,"Haydn,_Joseph/10_Canzonets/07_The_Mermaid’s_Song,_Hob.XXVIa25",Anne Sofie von Otter,Female,
rDOuKUo_4WI,,"Haydn,_Joseph/10_Canzonets/07_The_Mermaid’s_Song,_Hob.XXVIa25",James Griffet,Male,
7dIwjOxVPPU,,"Haydn,_Joseph/10_Canzonets/07_The_Mermaid’s_Song,_Hob.XXVIa25",Christoph Genz,Male,
jeKjO6TX0ZY,,"Haydn,_Joseph/10_Canzonets/08_O_tuneful_Voice,_Hob.XXVIa42",Elly Ameling,Female,
5uQ7zgecYjQ,,"Haydn,_Joseph/10_Canzonets/08_O_tuneful_Voice,_Hob.XXVIa42",James Griffet,Male,
m-XgnrHIK6o,,"Haydn,_Joseph/10_Canzonets/08_O_tuneful_Voice,_Hob.XXVIa42",Arleen Augér,Female,
iglxl_IB6ec,,"Haydn,_Joseph/10_Canzonets/08_O_tuneful_Voice,_Hob.XXVIa42",Elisabeth von Magnus,Female,
D68fIr8sRr4,,"Haydn,_Joseph/10_Canzonets/08_O_tuneful_Voice,_Hob.XXVIa42",Adrienne Csengery,Female,
kP7M57ofRd4,,"Haydn,_Joseph/10_Canzonets/08_O_tuneful_Voice,_Hob.XXVIa42",Wolfgang Holzmair,Male,
aJSVpNHO7ME,,"Haydn,_Joseph/10_Canzonets/08_O_tuneful_Voice,_Hob.XXVIa42",Ruth Ziesak,Female,
