YouTube ID,Chapter,Piece,Player,Gender,Comment
N89Ji39AZYc,,"Elgar,_Edward/_/Is_She_Not_Passing_Fair",Felicity Lott ,Female,This song is also part of ABRSM curriculum
mCj22c4gsCE,,"Elgar,_Edward/_/Is_She_Not_Passing_Fair",Neil Mackie,Male,
JqwPrAePyjY,,"Elgar,_Edward/_/Is_She_Not_Passing_Fair",Stanley Wilson,Female,
Cqs86wyqp_A,,"Elgar,_Edward/_/Is_She_Not_Passing_Fair",Konrad Jarnot,Male,
ha-zL_CZhFE,,"Elgar,_Edward/2_Songs,_Op.60/1_The_Torch",Amanda Roocroft,Female,The other links are with instruments other than piano too
waEoamOtb9Y,,"Elgar,_Edward/2_Songs,_Op.60/1_The_Torch",Neil Mackie,Male,
WzXi698ClmY,,"Elgar,_Edward/2_Songs,_Op.60/2_The_River",Neil Mackie,Male,
BEjL4ekEPLE,,"Elgar,_Edward/2_Songs,_Op.60/2_The_River",Nathalie de Montmollin,Female,
pFGqTWiEEU0,,"Elgar,_Edward/2_Songs,_Op.60/2_The_River",John Carol Case,Male,
0DtGGdC2fZg,,"Elgar,_Edward/2_Songs,_Op.60/2_The_River",Amanda Roocroft,Female,
tzw23aKkYbQ,,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Felicity Lott ,Female,"This score can have problems with repeats, check that later."
hjmbzeVvqCU,,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Julia Sitkovetsky,Female,
QV6THliAixA,,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Neil Mackie,Male,
szGr10tvcFM,,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Benjamin Luxon,Male,
9-U3zNPUrv8,,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Yvonne Kenny,Female,
hooil3xSloo,,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Siobhan Stagg,Female,
_f8S7SmwmCI,,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Hilary Reynolds,Female,
xbGdIoBORKo,,"Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn",Christopher Maltman,Male,
YLHd1xqfNYQ,,"Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn",Julia Sitkovetsky,Female,
qSCFeuMBpl0,,"Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn",Benjamin Luxon,Male,
ZVAes9iWA8o,,"Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn",Konrad Jarnot,Male,
2rLNrot6048,,"Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn",Kellie Kim,Female,This rendition does not follow the expressions very well
WgJrzFCEATM,,"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",Neil Mackie,Male,
9w133BnbZCk,,"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",Benjamin Luxon ,Male,
MbnaSDuJ2XU,,"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",Konrad Jarnot,Male,
DLK0Fts5d6M,,"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",Ayaka Tanimoto,Female,
4lkbmpaf8RY,,"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",Stanley Wilson,Male,
oKsAGoHkcOo,,"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",John Brecknock,Male,
jKZ21oD_pCc,,"Elgar,_Edward/7_Lieder/6_Rondel",Neil Mackie,Male,This singer is average
fFdssEcmZWQ,,"Elgar,_Edward/7_Lieder/6_Rondel",Felicity Lott,Female,
6DN2whfi1ZI,,"Elgar,_Edward/7_Lieder/6_Rondel",Cecilia Nannesson,Female,
ZSMdf6CB7_0,,"Elgar,_Edward/7_Lieder/6_Rondel",Kelly Grace Vigil,Female,
MwOlXRjS0vM,,"Elgar,_Edward/7_Lieder/6_Rondel",John Carol Case,Male,
J53hfCw1BJY,,"Elgar,_Edward/7_Lieder/6_Rondel",Benjamin Luxon,Male,
d5rDaXocqmA,,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",Felicity Lott ,Female,
1tOfLoDYk90,,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",Frederick Harvey,Male,
Cs6V8tGzObM,,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",Julia Sitkovetsky,Female,
rmIp6f_gruI,,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",Catherine Wyn-Rogers,Female,
BU9Mh69ZZTk,,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",John Carol Case,Male,
vekYhrC_Ah8,,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",Nathalie de Montmollin,Female,
La-iUjKZAEM,,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",Brian Rayner Cook,Male,
